Timestamp,City,State,Country,Temperature,Feels Like,Humidity,Precipitation,Pressure,Wind Speed,Wind Direction,Visibility,Sunrise,Sunset
08-02-25 06:57:13,Knoxville,TN,US,31.8,31.8,77.7,N/A,1017.7,0.0,N/A,N/A,N/A,N/A
08-02-25 07:27:58,Knoxville,TN,US,32.3,32.3,77.8,N/A,1017.7,0.0,N/A,N/A,N/A,N/A
08-02-25 07:28:32,nashville,TN,US,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
08-02-25 07:28:52,nashville,TN,US,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
08-02-25 09:27:47,Knoxville,TN,US,32.7,32.7,77.9,N/A,1017.7,0.0,N/A,N/A,N/A,N/A
08-02-25 09:28:35,nashville,TN,US,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
08-02-25 09:43:32,Knoxville,TN,US,32.9,32.9,77.9,N/A,1017.8,0.0,N/A,N/A,N/A,N/A
08-02-25 09:43:49,Knoxville,TN,US,32.9,32.9,77.9,N/A,1017.8,0.0,N/A,N/A,N/A,N/A
08-02-25 09:53:04,Knoxville,TN,US,81.5,81.5,75.8,N/A,1019.2,N/A,N/A,N/A,N/A,N/A,Excellent,192
08-02-25 09:55:06,Knoxville,TN,US,81.3,81.3,76.0,N/A,1019.2,N/A,N/A,N/A,N/A,N/A,Excellent,197
08-02-25 09:56:34,nashville,TN,US,83.6,83.6,70.4,N/A,1019.5,5.1,N/A,N/A,N/A,N/A,Fair,96
08-02-25 09:56:39,nashville,TN,US,83.6,83.6,70.4,N/A,1019.5,5.1,N/A,N/A,N/A,N/A,Fair,96
08-02-25 10:24:55,Knoxville,TN,US,81.2,81.2,76.0,N/A,1019.3,2.7,N/A,N/A,N/A,N/A,Excellent,198
08-02-25 10:27:10,Knoxville,TN,US,81.2,81.2,76.0,N/A,1019.3,N/A,N/A,N/A,N/A,N/A,Excellent,198
08-02-25 11:16:32,Knoxville,TN,US,81.2,81.2,76.0,N/A,1019.3,N/A,N/A,N/A,N/A,N/A,Excellent,198
08-02-25 11:26:21,Knoxville,TN,US,81.2,81.2,76.0,N/A,1019.3,N/A,N/A,N/A,N/A,N/A,Excellent,198
08-02-25 11:30:52,Knoxville,TN,US,81.1,81.1,76.1,N/A,1019.3,N/A,N/A,N/A,N/A,N/A,Excellent,202
08-02-25 11:31:22,Knoxville,US,US,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Poor,40
08-02-25 11:31:23,Nashville,US,US,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Poor,40
08-03-25 14:26:53,Knoxville,TN,US,80.9,80.9,76.3,N/A,1019.2,N/A,N/A,N/A,N/A,N/A,Excellent,210
08-03-25 16:47:17,Knoxville,TN,US,80.3,80.3,76.8,N/A,1019.1,N/A,N/A,N/A,N/A,N/A,Excellent,227
08-03-25 19:28:14,Knoxville,TN,US,79.6,79.6,78.1,N/A,1019.2,N/A,N/A,N/A,N/A,N/A,Excellent,223
08-03-25 19:51:12,Knoxville,US,US,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Poor,40
08-03-25 19:51:13,Nashville,US,US,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Poor,40
08-03-25 19:51:35,Knoxville,TN,US,79.4,79.4,78.4,N/A,1019.2,N/A,N/A,N/A,N/A,N/A,Excellent,223
08-03-25 19:59:52,Knoxville,TN,US,79.1,79.1,78.8,N/A,1019.1,N/A,N/A,N/A,N/A,N/A,Excellent,229
08-03-25 21:26:51,Knoxville,TN,US,76.7,76.7,82.2,N/A,1018.9,N/A,N/A,N/A,N/A,N/A,Excellent,247
08-03-25 21:34:48,Knoxville,TN,US,76.5,76.5,82.5,N/A,1018.9,N/A,N/A,N/A,N/A,N/A,Excellent,252
08-03-25 21:53:28,Knoxville,TN,US,75.5,75.5,83.8,N/A,1018.9,N/A,N/A,N/A,N/A,N/A,Excellent,238
08-03-25 22:10:57,Knoxville,TN,US,74.8,74.8,84.9,N/A,1018.8,N/A,N/A,N/A,N/A,N/A,Excellent,241
08-03-25 22:28:44,Knoxville,TN,US,74.5,74.5,85.1,N/A,1018.8,N/A,N/A,N/A,N/A,N/A,Excellent,244
08-03-25 22:48:46,Knoxville,TN,US,74.2,74.2,85.5,N/A,1018.8,N/A,N/A,N/A,N/A,N/A,Excellent,244
08-03-25 22:52:49,Knoxville,TN,US,74.0,74.0,85.9,N/A,1018.7,N/A,N/A,N/A,N/A,N/A,Excellent,253
08-03-25 22:53:58,Knoxville,TN,US,74.0,74.0,85.9,N/A,1018.7,N/A,N/A,N/A,N/A,N/A,Excellent,254
08-03-25 22:54:11,Knoxville,US,US,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Poor,5
08-03-25 22:54:12,Nashville,US,US,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Poor,5
08-03-25 23:00:22,Knoxville,TN,US,73.9,73.9,86.1,N/A,1018.7,N/A,N/A,N/A,N/A,N/A,Excellent,259
08-03-25 23:23:44,Knoxville,TN,US,73.7,73.7,86.3,N/A,1018.7,N/A,N/A,N/A,N/A,N/A,Excellent,262
08-04-25 01:57:29,Knoxville,TN,US,73.0,73.0,87.1,N/A,1018.6,N/A,N/A,N/A,N/A,N/A,Excellent,279
08-04-25 01:59:31,Knoxville,TN,US,73.0,73.0,87.1,N/A,1018.6,N/A,N/A,N/A,N/A,N/A,Excellent,280
08-04-25 02:00:12,Knoxville,US,US,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Poor,5
08-04-25 02:00:13,Nashville,US,US,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Poor,5
08-04-25 02:05:53,Knoxville,TN,US,72.8,72.8,87.2,N/A,1018.6,N/A,N/A,N/A,N/A,N/A,Excellent,285
08-04-25 02:07:47,Knoxville,TN,US,72.7,72.7,87.3,N/A,1018.6,N/A,N/A,N/A,N/A,N/A,Excellent,290
08-04-25 02:21:48,Knoxville,TN,US,72.5,72.5,87.5,N/A,1018.6,N/A,N/A,N/A,N/A,N/A,Excellent,299
08-04-25 02:24:22,Knoxville,TN,US,72.4,72.4,87.6,N/A,1018.6,N/A,N/A,N/A,N/A,N/A,Excellent,303
08-04-25 03:39:42,Knoxville,TN,US,71.7,71.7,88.1,N/A,1018.5,N/A,N/A,N/A,N/A,N/A,Excellent,322
08-04-25 04:10:48,Knoxville,TN,US,71.6,71.6,88.2,N/A,1018.5,N/A,N/A,N/A,N/A,N/A,Excellent,330
08-04-25 15:56:24,Knoxville,TN,US,71.3,71.3,88.4,N/A,1018.5,N/A,N/A,N/A,N/A,N/A,Excellent,332
08-04-25 16:11:21,Knoxville,TN,US,71.4,71.4,88.2,N/A,1018.5,N/A,N/A,N/A,N/A,N/A,Excellent,337
08-04-25 16:12:32,Knoxville,TN,US,71.5,71.5,88.0,N/A,1018.5,N/A,N/A,N/A,N/A,N/A,Excellent,342
08-04-25 16:12:53,Knoxville,TN,US,71.5,71.5,87.9,N/A,1018.5,N/A,N/A,N/A,N/A,N/A,Excellent,343
08-04-25 16:13:08,Knoxville,TN,US,71.5,71.5,87.9,N/A,1018.5,N/A,N/A,N/A,N/A,N/A,Excellent,343
08-04-25 16:23:03,Knoxville,TN,US,71.6,71.6,87.8,N/A,1018.5,N/A,N/A,N/A,N/A,N/A,Excellent,347
08-04-25 16:30:05,Knoxville,TN,US,71.7,71.7,87.5,N/A,1018.5,N/A,N/A,N/A,N/A,N/A,Excellent,352
08-04-25 17:04:23,Knoxville,TN,US,71.8,71.8,87.4,N/A,1018.5,N/A,N/A,N/A,N/A,N/A,Excellent,357
08-04-25 17:06:47,Knoxville,TN,US,71.9,71.9,87.2,N/A,1018.5,N/A,N/A,N/A,N/A,N/A,Excellent,362
08-04-25 17:12:08,Knoxville,TN,US,71.9,71.9,87.1,N/A,1018.5,N/A,N/A,N/A,N/A,N/A,Excellent,367
08-04-25 17:20:28,Knoxville,TN,US,72.0,72.0,86.9,N/A,1018.5,N/A,N/A,N/A,N/A,N/A,Excellent,372
08-04-25 17:20:49,Knoxville,TN,US,72.0,72.0,86.9,N/A,1018.5,N/A,N/A,N/A,N/A,N/A,Excellent,373
08-04-25 17:21:09,Knoxville,US,US,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Poor,5
08-04-25 17:21:10,Nashville,US,US,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Poor,5
08-04-25 19:17:44,Knoxville,TN,US,72.0,72.0,86.8,N/A,1018.5,N/A,N/A,N/A,N/A,N/A,Excellent,378
08-04-25 19:18:38,Knoxville,TN,US,72.1,72.1,86.8,N/A,1018.5,N/A,N/A,N/A,N/A,N/A,Excellent,383
08-04-25 19:18:55,Knoxville,TN,US,72.1,72.1,86.8,N/A,1018.5,N/A,N/A,N/A,N/A,N/A,Excellent,384
08-04-25 19:19:06,Knoxville,US,US,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Poor,5
08-04-25 19:19:07,Nashville,US,US,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Poor,5
